Building Name,Building No.,Building Address,Town,Electrical (kWh),Electrical ($),Natural Gas (ccf),Natural Gas ($),Propane (gal),Propane ($),No. 1 Oil (gal),No. 1 Oil ($),No. 2 Oil (gal),No. 2 Oil ($),No. 6 Oil (gal),No. 6 Oil ($),Wood Chunk (cord),Wood Chunk ($),Wood Chip (ton),Wood Chip ($),Wood Pellet (ton),Wood Pellet ($),Biodiesel Blend (B20) (gal),Biodiesel Blend (B20) ($),Diesel (gal),Diesel ($),Gasohol (gal),Gasohol ($), BLDG TOTAL ($),Year,Location
Security lights,,,Guilford,0.00,$314.65,,,,,,,,,,,,,,,,,,,,,,,$314.65,01/01/2011 12:00:00 AM,"Guilford, VT
(42.81712111100046, -72.57596738699965)"
Warehouse (behind Firehouse),6284,82 Dorfner Rd,Pittsford,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"82 Dorfner Rd
Pittsford, VT
(43.71652004500049, -73.01953819899967)"
Mahady Court House,6240,7 Mahady Court St,Middlebury,265440.00,$54915.76,,,,,,,4711.30,$16397.52,,,,,103.83,$5554.91,,,,,,,,,$76868.19,01/01/2012 12:00:00 AM,"7 Mahady Court St
Middlebury, VT
(44.01385624800048, -73.16248787899963)"
Mahady Court House,6240,7 Mahady Court St,Middlebury,369754.48,$43574.77,,,,,,,5652.30,$13590.34,,,,,193.02,$11581.20,,,,,,,,,$68746.31,01/01/2009 12:00:00 AM,"7 Mahady Court St
Middlebury, VT
(44.01385624800048, -73.16248787899963)"
126 State St,6022,126 State St,Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"126 State St
Montpelier, VT
(44.26151273400046, -72.58169725399966)"
Administration Building,6445,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,724.90,$2455.97,,,$2455.97,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Main Building,6274,317 Academy Rd,Pittsford,,,,,,,,,1627.10,$5238.03,,,,,199.64,$10870.39,,,,,,,,,$16108.42,01/01/2011 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
Equipment Storage/Old Green House,6389,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Warehouse (behind Firehouse),6284,317 Academy Rd,Pittsford,,,,,1177.10,$1992.41,,,,,,,,,,,,,,,,,,,$1992.41,01/01/2012 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
Center Building,6373,103 South Main St,Waterbury,,,,,3452.00,$5639.38,,,,,,,,,,,,,,,,,,,$5639.38,01/01/2010 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Common Ground,,,Waterbury,4700800.00,$553639.21,,,,,,,96633.10,$332741.00,,,,,,,,,,,279.10,$994.40,,,$887374.61,01/01/2012 12:00:00 AM,"Waterbury, VT
(44.33871221600049, -72.75730654699964)"
14-16 Baldwin St,6009,14-16 Baldwin St,Montpelier,16307.00,$2398.48,,,,,,,2829.80,$6967.02,,,,,,,,,,,,,,,$9365.50,01/01/2010 12:00:00 AM,"14-16 Baldwin St
Montpelier, VT
(44.26262374200047, -72.58134620099963)"
NESCF Wood Shed 4,6526,1270 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
NESCF Program Building,6346,1270 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
CCWC Main Administration Building,6343,1266 US Rte 5,St. Johnsbury,,,,,338.60,$644.85,,,,,,,,,,,,,,,,,,,$644.85,01/01/2011 12:00:00 AM,"1266 US Rte 5
St. Johnsbury, VT
(44.335513335000485, -72.04233839099965)"
South Corridor,6359,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Duxbury Farm Residence,6601,6102 VT Rte 100,Duxbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"6102 VT Rte 100
Duxbury, VT
(44.325547171000494, -72.74907603299965)"
District Court,6420,82 Railroad Row,White River Junction,309612.78,$36487.20,,,,,,,11501.00,$20539.33,,,,,,,,,,,,,,,$57026.53,01/01/2009 12:00:00 AM,"82 Railroad Row
White River Junction, VT
(43.64870988700045, -72.31780606599966)"
Lumber Storage,6390,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Barn,6376,43.5 Randall St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"43.5 Randall St
Waterbury, VT
(44.33871221600049, -72.75730654699964)"
Common Ground,,,Pittsford,4877.09,$901.24,,,,,,,15005.00,$53002.68,,,,,,,,,,,,,,,$53903.92,01/01/2012 12:00:00 AM,"Pittsford, VT
(43.70595230200047, -73.02659763299965)"
5 Park Row,6380,5 Park Row,Waterbury,4767.00,$971.58,,,1088.20,$1597.65,,,,,,,,,,,,,,,,,,,$2569.23,01/01/2013 12:00:00 AM,"5 Park Row
Waterbury, VT
(44.33446407200046, -72.75199758199966)"
118 State St,6030,118 State St,Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"118 State St
Montpelier, VT
(44.26131256800045, -72.58085750699962)"
245 South Park Dr (Former VCET),6203,245 South Park Dr,Colchester,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"245 South Park Dr
Colchester, VT
(44.503773613000476, -73.17861774399967)"
Troop Headquarters,6337,140 Fisher Pond Rd,St. Albans,179835.61,$21193.24,2796.81,$5212.88,,,,,,,,,,,,,14.81,$5135.07,,,55.00,$114.29,,,$31655.48,01/01/2009 12:00:00 AM,"140 Fisher Pond Rd
St. Albans, VT
(44.809580492000464, -73.06590164799962)"
Wood Storage Shed 3 (outside fence),6466,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Dorm & Dining,6448,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Program Building,6452,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Storage Building,6305,92 State St,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"92 State St
Rutland, VT
(43.60921219700049, -72.98181685999964)"
NSCF Grinder Building,6532,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
8 & 9 South,6363,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
CCV Wasson Hall,6371,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
State Office,6510,100 Mineral St,Springfield,487674.00,$89136.10,,,,,,,16737.60,$58673.29,,,,,,,,,,,,,,,$147809.39,01/01/2012 12:00:00 AM,"100 Mineral St
Springfield, VT
(43.29739979800047, -72.48456856299964)"
Father Logue Camp Maintenance Shed,6612,Hart Rd,Duxbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"Hart Rd
Duxbury, VT
(44.3293600070005, -72.76684821899966)"
Gate House,6462,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
NSCF A-1 Admin,6261,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Park Row Ext,,,Waterbury,9824.00,$1531.14,,,,,,,,,,,,,,,,,,,,,,,$1531.14,01/01/2010 12:00:00 AM,"Waterbury, VT
(44.33871221600049, -72.75730654699964)"
2 Governor Aiken Ave,6001,2 Governor Aiken Ave,Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"2 Governor Aiken Ave
Montpelier, VT
(44.2616680910005, -72.58180504799964)"
NWSCF Futures Storage Shed,6329,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
123 South Main St,6381,123 South Main St,Waterbury,3706.00,$763.67,,,,,,,942.40,$3238.99,,,,,,,,,,,,,,,$4002.66,01/01/2013 12:00:00 AM,"123 South Main St
Waterbury, VT
(44.3314876500005, -72.75009542099963)"
Cold Storage (Pole Barn),6281,317 Academy Rd,Pittsford,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
Duxbury Farm, 6602-6607,6102 VT Rte 100,Duxbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"6102 VT Rte 100
Duxbury, VT
(44.325547171000494, -72.74907603299965)"
CCWC Wood Shed 1,6349,1266 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"1266 US Rte 5
St. Johnsbury, VT
(44.335513335000485, -72.04233839099965)"
CCV Wasson Hall,6371,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Mobile Firing Range,,,Pittsford,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"Pittsford, VT
(43.70595230200047, -73.02659763299965)"
128 State St,6023,128 State St,Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"128 State St
Montpelier, VT
(44.261562479000474, -72.58188675999963)"
Troop Headquarters,6295,2011 VT Rte 107,Royalton,128974.00,$18326.34,,,121.60,$248.07,,,,,,,,,,,,,,,,,,,$18574.41,01/01/2009 12:00:00 AM,"2011 VT Rte 107
Royalton, VT
(43.82341148100045, -72.60459188999965)"
Dale Building,6365,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Hartford South Information Center,9450,"I-91 Southbound, Mile Marker 68.2",Hartford,38280.00,$5816.76,,,,,,,585.80,$2119.61,,,,,,,16.00,$3752.00,,,,,,,$11688.37,01/01/2012 12:00:00 AM,"I-91 Southbound, Mile Marker 68.2
Hartford, VT
(43.660620862000485, -72.33879686499967)"
NWSCF Wood Shop,6323,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
Domestic Water Building,6471,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
NSCF VCI 1,6268,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Pump Station,,,Guilford,44714.00,$8418.43,,,1635.30,$2901.77,,,,,,,,,,,,,,,,,,,$11320.20,01/01/2012 12:00:00 AM,"Guilford, VT
(42.81712111100046, -72.57596738699965)"
Dog Kennel,6289,361 Academy Rd,Pittsford,453.00,$277.99,,,206.20,$292.04,,,,,,,,,,,,,,,,,,,$570.03,01/01/2013 12:00:00 AM,"361 Academy Rd
Pittsford, VT
(43.715087919000496, -73.01828984499963)"
Garage,6447,545 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"545 State Farm Rd
Windsor, VT
(43.50062351700046, -72.42633995299963)"
State Office Building,6266,100 Main St,Newport,558880.00,$94707.32,,,,,,,,,,,,,429.50,$32212.50,,,,,,,,,$126919.82,01/01/2012 12:00:00 AM,"100 Main St
Newport, VT
(44.936065957000494, -72.20856086599963)"
BGS Garage (outside fence),6467,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
50 Cherry St (Former Formac),6175,50 Cherry St,Burlington,243720.00,$39707.50,20367.00,$20028.18,,,,,,,,,,,,,,,,,,,,,$59735.68,01/01/2011 12:00:00 AM,"50 Cherry St
Burlington, VT
(44.47920721000048, -73.21656091299963)"
McFarland House,6071,5 Perry St,Barre,686640.00,$88688.94,,,7001.00,$23290.99,,,14002.00,$47792.46,,,,,,,,,,,,,,,$159772.39,01/01/2013 12:00:00 AM,"5 Perry St
Barre, VT
(44.19508157000047, -72.49818453599966)"
Domestic Water Building,6471,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Woodside Juvenile Facility,6220,26 Woodside Dr East,Essex,292462.00,$35038.09,,,4806.30,$9224.58,,,13501.00,$41470.40,,,,,,,,,,,,,,,$85733.07,01/01/2011 12:00:00 AM,"26 Woodside Dr East
Essex, VT
(44.501563055000474, -73.14590593299965)"
Dale Building,6365,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,776.10,$2301.90,,,$2301.90,01/01/2011 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
120 State St,6020,120 State St,Montpelier,1265800.00,$156319.85,,,,,,,,,,,,,,,,,,,,,,,$156319.85,01/01/2012 12:00:00 AM,"120 State St
Montpelier, VT
(44.26140258300046, -72.58124717799967)"
Weeks Building,6367,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Hay Barn,6453,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Creosote Plant,6458,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
50 Cherry St (Former Formac),6175,50 Cherry St,Burlington,258000.00,$40434.47,19828.00,$19687.34,,,,,,,,,,,,,,,,,,,,,$60121.81,01/01/2010 12:00:00 AM,"50 Cherry St
Burlington, VT
(44.47920721000048, -73.21656091299963)"
Old Generator Building,6287,317 Academy Rd,Pittsford,,,,,,,,,,,,,,,,,,,,,182.60,$653.86,,,$653.86,01/01/2011 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
Center Building,6373,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
126 State St,6022,126 State St,Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"126 State St
Montpelier, VT
(44.26151273400046, -72.58169725399966)"
Radio & Communications Shop,6251,409 US Rte 2,Middlesex,35123.00,$5187.02,,,2926.20,$5531.95,,,,,,,,,,,,,,,,,,,$10718.97,01/01/2011 12:00:00 AM,"409 US Rte 2
Middlesex, VT
(44.27601227600047, -72.64280804899965)"
Disposal Plant/Storage,6387,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Eastern State Exposition Building,6410,1305 Memorial Ave,"Springfield, MA",,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"1305 Memorial Ave
Springfield, MA, VT
(44.075203487000465, -72.66268762899966)"
Zampieri Office,6174,108 Cherry St,Burlington,1942600.00,$281700.34,13727.00,$16464.88,,,,,,,,,,,,,,,,,,,,,$298165.22,01/01/2013 12:00:00 AM,"108 Cherry St
Burlington, VT
(44.479286566000496, -73.21386164399962)"
Sign/Machine Shop,6454,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Condo,,100 Main St,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"100 Main St
Newport, VT
(44.936065957000494, -72.20856086599963)"
SSCF Maintenance,6518,"700 Charlestown Rd, Rte 11",Springfield,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"700 Charlestown Rd, Rte 11
Springfield, VT
(43.26490670600049, -72.44043509499966)"
10 North,6357,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Lyndon Information Center,11,"I-91 Southbound, Mile Marker 141",Lyndon,43927.00,$7081.85,,,1271.90,$2257.39,,,,,,,,,,,,,,,,,,,$9339.24,01/01/2010 12:00:00 AM,"I-91 Southbound, Mile Marker 141
Lyndon, VT
(44.51443295600046, -72.01197727799968)"
324 Main St (Bennco),6082,324 Main St,Bennington,172337.00,$23773.98,,,6013.20,$10475.35,,,,,,,,,,,,,,,,,,,$34249.33,01/01/2010 12:00:00 AM,"324 Main St
Bennington, VT
(42.87883538200049, -73.19800713799964)"
NSCF Living Unit E,6530,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Main Building,6700,35 Crawford Rd,Derby,220600.00,$30754.94,,,215.40,$393.71,,,5284.80,$16673.74,,,,,,,,,,,,,,,$47822.39,01/01/2011 12:00:00 AM,"35 Crawford Rd
Derby, VT
(44.95125482500049, -72.16227769299962)"
Lumber Storage,6390,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Main Building,6274,317 Academy Rd,Pittsford,,,,,,,,,,,,,,,16.00,$1100.00,,,,,,,,,$1100.00,01/01/2009 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
NESCF Pump Station Building,6523,1270 US Rte 5,St. Johnsbury,,,,,107.20,$184.91,,,,,,,,,,,,,,,,,,,$184.91,01/01/2012 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
Condo,,100 Main St,Newport,762960.00,$104962.82,,,,,,,5003.00,$13717.23,,,,,443.00,$33225.00,,,,,,,,,$151905.05,01/01/2011 12:00:00 AM,"100 Main St
Newport, VT
(44.936065957000494, -72.20856086599963)"
Lumber Drying Shed,6449,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Common Ground,,,Pittsford,273621.00,$39870.39,,,,,,,16100.00,$37962.77,,,,,145.55,$8733.00,,,,,526.00,$1279.46,,,$87845.62,01/01/2010 12:00:00 AM,"Pittsford, VT
(43.70595230200047, -73.02659763299965)"
123 South Main St,6381,123 South Main St,Waterbury,,,,,,,,,918.00,$2308.22,,,,,,,,,,,,,,,$2308.22,01/01/2010 12:00:00 AM,"123 South Main St
Waterbury, VT
(44.3314876500005, -72.75009542099963)"
Mahady Court House,6240,7 Mahady Court St,Middlebury,265440.00,$54915.76,,,,,,,1955.70,$6939.72,,,,,135.34,$7240.70,,,,,,,,,$69096.18,01/01/2013 12:00:00 AM,"7 Mahady Court St
Middlebury, VT
(44.01385624800048, -73.16248787899963)"
CCWC Wood Shed 3,6338,1266 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"1266 US Rte 5
St. Johnsbury, VT
(44.335513335000485, -72.04233839099965)"
Public Safety Building,6242,2490 Ethan Allen Highway,New Haven,164144.00,$22544.92,,,982.50,$1427.09,,,2412.70,$6085.18,,,,,,,,,,,,,,,$30057.19,01/01/2010 12:00:00 AM,"2490 Ethan Allen Highway
New Haven, VT
(44.08327923000047, -73.17642245699966)"
Day Care,6255,140 Three Mile Bridge Rd,Middlesex,3372.00,$782.73,,,,,,,1234.70,$3058.70,,,,,,,,,,,,,,,$3841.43,01/01/2010 12:00:00 AM,"140 Three Mile Bridge Rd
Middlesex, VT
(44.26352504500045, -72.62377932499965)"
144 State St,6032,144 State St,Montpelier,12028.00,$2030.38,,,4122.40,$7724.35,,,,,,,,,,,,,,,,,,,$9754.73,01/01/2011 12:00:00 AM,"144 State St
Montpelier, VT
(44.26204216500048, -72.58402698799966)"
Pump,,1076 US Rte 2,Middlesex,,,,,,,,,,,,,,,,,,,,,45.00,$140.39,,,,01/01/2013 12:00:00 AM,"1076 US Rte 2
Middlesex, VT
(44.29942324500047, -72.69030805299963)"
Ag/Environmental Lab,6394,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
252 Main St (KenGar),6630,252 Main St,Hyde Park,20204.00,$4539.44,,,,,,,1244.20,$3862.62,,,,,,,,,,,,,,,$8402.06,01/01/2011 12:00:00 AM,"252 Main St
Hyde Park, VT
(44.5927586680005, -72.61538130599968)"
252 Main St (KenGar),6630,252 Main St,Hyde Park,18000.00,$4156.05,,,,,,,971.60,$3515.55,,,,,,,,,,,,,,,$7671.60,01/01/2012 12:00:00 AM,"252 Main St
Hyde Park, VT
(44.5927586680005, -72.61538130599968)"
Shop & Storage,6034,132 State St,Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"132 State St
Montpelier, VT
(44.261692764000486, -72.58249672999966)"
NWSCF Green Houses,6335,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
13 Baldwin St,6008,13 Baldwin St,Montpelier,9326.00,$1562.93,,,,,,,1507.00,$5458.92,,,,,,,,,,,,,,,$7021.85,01/01/2012 12:00:00 AM,"13 Baldwin St
Montpelier, VT
(44.263196964000485, -72.58360415399966)"
Main Building,6700,35 Crawford Rd,Derby,216760.00,$30314.01,,,413.90,$654.78,,,4944.90,$16919.90,,,,,,,,,,,56.20,$180.82,,,$48069.51,01/01/2013 12:00:00 AM,"35 Crawford Rd
Derby, VT
(44.95125482500049, -72.16227769299962)"
62 Pierpont Ave (Former Armory),6314,62 Pierpont Ave,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"62 Pierpont Ave
Rutland, VT
(43.610182042000474, -72.99133420299967)"
SSCF A Core Building,6514,"700 Charlestown Rd, Rte 11",Springfield,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"700 Charlestown Rd, Rte 11
Springfield, VT
(43.26490670600049, -72.44043509499966)"
Modular Building,6041,167 State St,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"167 State St
Rutland, VT
(43.6085264240005, -72.99014325899964)"
NESCF Wood Shed 4,6526,1270 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
Osgood Building,6350,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
State Office,6160,232 Main St,Brattleboro,233957.00,$37278.10,,,,,,,,,,,,,,,,,6017.00,$21151.56,,,,,$58429.66,01/01/2011 12:00:00 AM,"232 Main St
Brattleboro, VT
(42.855784403000484, -72.56022627699963)"
District Court & Office,6260,217 Main St,Newport,75840.00,$11981.71,,,,,,,13185.90,$33247.06,,,,,,,,,,,,,,,$45228.77,01/01/2010 12:00:00 AM,"217 Main St
Newport, VT
(44.935382553000466, -72.21042157399967)"
Garage,6291,1987 Rockingham Rd,Rockingham,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"1987 Rockingham Rd
Rockingham, VT
(43.22609242100049, -72.54181107699964)"
Garage by 123 South Main St,6616,123 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"123 South Main St
Waterbury, VT
(44.3314876500005, -72.75009542099963)"
Gate House,6462,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Health Lab,6171,195 Colchester Ave,Burlington,687497.24,$81020.07,37481.89,$69861.20,,,,,,,,,,,,,,,,,,,,,$150881.27,01/01/2009 12:00:00 AM,"195 Colchester Ave
Burlington, VT
(44.482355794000455, -73.19227167999964)"
Regional Library,6090,578 Paine Turnpike,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"578 Paine Turnpike
Berlin, VT
(44.21736386700047, -72.57240911399964)"
SSCF GHI Building,6515,"700 Charlestown Rd, Rte 11",Springfield,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"700 Charlestown Rd, Rte 11
Springfield, VT
(43.26490670600049, -72.44043509499966)"
50 Cherry St (Former Formac),6175,50 Cherry St,Burlington,249720.00,$39045.73,20945.00,$20399.55,,,,,,,,,,,,,,,,,,,,,$59445.28,01/01/2013 12:00:00 AM,"50 Cherry St
Burlington, VT
(44.47920721000048, -73.21656091299963)"
